1,2420.00,569.20,423.10,56.38,176.87,1,-1,-1,-1
1,2419.00,671.68,407.66,86.53,193.59,1,-1,-1,-1
1,2418.00,1352.14,379.56,84.06,240.88,1,-1,-1,-1
1,2417.00,1469.45,415.25,91.93,187.82,1,-1,-1,-1
1,2416.00,472.13,437.85,78.72,161.33,1,-1,-1,-1
2,2420.00,555.25,413.55,66.17,183.41,1,-1,-1,-1
2,2419.00,670.59,398.57,83.93,197.14,1,-1,-1,-1
2,2418.00,1354.48,392.60,76.57,233.47,1,-1,-1,-1
2,2417.00,1461.70,428.33,76.86,163.51,1,-1,-1,-1
2,2416.00,460.66,438.87,68.13,163.91,1,-1,-1,-1
3,2421.00,636.66,416.82,57.55,162.85,1,-1,-1,-1
3,2420.00,551.62,413.95,69.59,187.78,1,-1,-1,-1
3,2419.00,681.50,425.92,83.05,188.20,1,-1,-1,-1
3,2418.00,1362.28,384.69,86.04,246.66,1,-1,-1,-1
3,2417.00,1459.24,427.31,78.19,169.33,1,-1,-1,-1
3,2416.00,461.20,431.89,66.11,162.18,1,-1,-1,-1
4,2420.00,547.32,420.37,65.02,171.61,1,-1,-1,-1
4,2418.00,1346.87,385.47,79.83,239.63,1,-1,-1,-1
4,2417.00,1451.47,425.87,78.12,175.35,1,-1,-1,-1
4,2416.00,445.13,435.78,77.89,174.58,1,-1,-1,-1
5,2420.00,538.18,421.02,66.37,168.72,1,-1,-1,-1
5,2418.00,1343.05,386.61,83.71,248.79,1,-1,-1,-1
5,2417.00,1436.37,431.12,71.58,168.98,1,-1,-1,-1
5,2416.00,432.78,439.49,73.41,173.35,1,-1,-1,-1
6,2421.00,643.34,410.99,82.32,197.13,1,-1,-1,-1
6,2420.00,525.07,434.44,63.65,163.53,1,-1,-1,-1
6,2418.00,1342.15,388.02,83.44,231.63,1,-1,-1,-1
6,2417.00,1429.71,442.80,71.30,166.60,1,-1,-1,-1
6,2416.00,432.73,435.58,68.56,167.28,1,-1,-1,-1
7,2418.00,1344.46,403.65,82.03,226.71,1,-1,-1,-1
7,2417.00,1418.73,438.92,79.32,170.36,1,-1,-1,-1
7,2416.00,435.47,439.75,65.48,162.22,1,-1,-1,-1
8,2418.00,1341.84,403.91,79.55,226.51,1,-1,-1,-1
8,2417.00,1420.91,438.46,73.99,168.76,1,-1,-1,-1
8,2416.00,428.76,433.62,69.56,172.96,1,-1,-1,-1
9,2418.00,1342.22,402.14,78.86,227.47,1,-1,-1,-1
9,2417.00,1420.36,439.79,72.12,168.19,1,-1,-1,-1
9,2416.00,426.32,433.98,70.64,173.14,1,-1,-1,-1
10,2421.00,642.62,426.51,71.94,190.04,1,-1,-1,-1
10,2420.00,538.25,425.57,85.94,177.39,1,-1,-1,-1
10,2418.00,1351.25,405.90,80.78,231.44,1,-1,-1,-1
10,2417.00,1410.53,430.10,78.14,176.74,1,-1,-1,-1
10,2416.00,418.20,433.13,71.63,170.48,1,-1,-1,-1
11,2421.00,632.24,423.48,75.54,190.07,1,-1,-1,-1
11,2417.00,1400.17,428.60,83.39,190.31,1,-1,-1,-1
11,2416.00,413.43,439.85,76.58,162.31,1,-1,-1,-1
12,2421.00,627.57,425.35,75.14,188.98,1,-1,-1,-1
12,2417.00,1384.12,432.35,83.97,200.70,1,-1,-1,-1
12,2416.00,411.58,442.33,73.82,158.04,1,-1,-1,-1
13,2421.00,620.17,415.78,77.82,188.92,1,-1,-1,-1
13,2417.00,1372.55,426.36,94.74,225.77,1,-1,-1,-1
13,2416.00,414.02,444.50,72.40,161.17,1,-1,-1,-1
14,2421.00,619.15,420.12,77.37,192.63,1,-1,-1,-1
14,2420.00,511.59,418.39,95.44,180.57,1,-1,-1,-1
14,2417.00,1363.66,420.07,98.54,236.45,1,-1,-1,-1
14,2416.00,416.02,430.08,94.23,170.55,1,-1,-1,-1
15,2421.00,614.85,422.26,78.50,199.50,1,-1,-1,-1
15,2420.00,526.01,425.88,86.27,177.86,1,-1,-1,-1
15,2417.00,1354.90,412.40,105.35,247.30,1,-1,-1,-1
15,2416.00,399.04,430.50,90.38,172.84,1,-1,-1,-1
16,2421.00,605.39,426.65,80.21,208.18,1,-1,-1,-1
16,2417.00,1347.19,409.63,109.95,254.00,1,-1,-1,-1
16,2416.00,405.75,428.51,106.87,182.14,1,-1,-1,-1
17,2421.00,597.45,424.14,82.57,205.33,1,-1,-1,-1
17,2417.00,1357.60,399.84,114.49,269.65,1,-1,-1,-1
18,2421.00,582.43,420.13,83.22,201.02,1,-1,-1,-1
18,2417.00,1359.57,396.00,111.43,275.85,1,-1,-1,-1
19,2425.00,365.98,429.56,79.00,198.85,1,-1,-1,-1
19,2421.00,578.52,419.34,85.56,204.40,1,-1,-1,-1
19,2417.00,1360.55,403.08,109.89,277.11,1,-1,-1,-1
20,2425.00,353.34,421.37,84.25,203.28,1,-1,-1,-1
20,2421.00,563.07,431.69,85.75,205.18,1,-1,-1,-1
20,2417.00,1343.44,391.29,112.97,284.43,1,-1,-1,-1
21,2425.00,337.84,432.65,80.08,199.18,1,-1,-1,-1
21,2421.00,549.14,437.03,88.56,206.16,1,-1,-1,-1
21,2417.00,1346.68,396.97,110.25,280.65,1,-1,-1,-1
22,2425.00,332.64,444.92,78.58,194.06,1,-1,-1,-1
22,2421.00,537.14,443.88,90.80,200.35,1,-1,-1,-1
22,2417.00,1347.61,399.59,104.57,282.86,1,-1,-1,-1
23,2425.00,325.39,441.56,80.30,190.82,1,-1,-1,-1
23,2421.00,530.80,438.40,93.49,203.49,1,-1,-1,-1
23,2417.00,1336.77,398.45,101.38,280.49,1,-1,-1,-1
24,2425.00,307.25,447.12,77.71,185.01,1,-1,-1,-1
24,2421.00,513.68,438.98,91.88,203.43,1,-1,-1,-1
24,2417.00,1322.54,408.12,98.93,276.57,1,-1,-1,-1
25,2425.00,279.61,453.62,76.56,182.90,1,-1,-1,-1
25,2421.00,490.96,441.66,91.65,211.53,1,-1,-1,-1
25,2417.00,1312.59,412.45,96.13,275.59,1,-1,-1,-1
26,2425.00,259.97,449.10,72.41,181.11,1,-1,-1,-1
26,2421.00,462.23,431.86,103.81,219.85,1,-1,-1,-1
26,2417.00,1307.38,417.26,95.14,279.33,1,-1,-1,-1
27,2425.00,231.23,450.74,70.85,180.13,1,-1,-1,-1
27,2421.00,434.39,432.96,107.28,225.81,1,-1,-1,-1
27,2417.00,1296.61,414.33,90.95,276.60,1,-1,-1,-1
28,2425.00,212.26,453.05,76.52,195.51,1,-1,-1,-1
28,2421.00,416.22,437.11,103.84,226.95,1,-1,-1,-1
28,2417.00,1286.12,417.94,86.71,279.46,1,-1,-1,-1
29,2425.00,193.19,450.46,76.21,198.95,1,-1,-1,-1
29,2421.00,401.52,435.72,94.87,227.83,1,-1,-1,-1
29,2417.00,1278.79,416.19,85.40,284.22,1,-1,-1,-1
30,2425.00,179.74,440.10,79.02,205.98,1,-1,-1,-1
30,2421.00,367.58,424.60,101.48,233.01,1,-1,-1,-1
30,2417.00,1264.73,420.78,86.08,298.05,1,-1,-1,-1
31,2435.00,953.96,446.07,62.94,106.20,1,-1,-1,-1
31,2434.00,1171.09,462.77,66.34,178.13,1,-1,-1,-1
31,2425.00,158.53,437.62,89.50,215.81,1,-1,-1,-1
31,2421.00,342.74,434.03,101.02,234.83,1,-1,-1,-1
31,2417.00,1253.73,423.77,84.13,300.31,1,-1,-1,-1
32,2435.00,940.02,449.56,68.80,111.55,1,-1,-1,-1
32,2434.00,1158.46,453.94,67.04,182.77,1,-1,-1,-1
32,2425.00,145.92,447.71,83.32,208.34,1,-1,-1,-1
32,2421.00,328.95,425.57,107.44,245.00,1,-1,-1,-1
32,2417.00,1245.79,424.61,85.55,303.47,1,-1,-1,-1
33,2438.00,1828.30,377.10,88.93,273.91,1,-1,-1,-1
33,2436.00,239.84,458.60,60.72,169.39,1,-1,-1,-1
33,2435.00,927.58,449.30,65.00,105.13,1,-1,-1,-1
33,2434.00,1148.67,454.55,74.51,186.14,1,-1,-1,-1
33,2425.00,125.72,445.53,80.74,208.39,1,-1,-1,-1
33,2421.00,304.55,429.61,105.93,252.90,1,-1,-1,-1
